,b_id,b_permit_type,b_category,b_action_type,b_work_type,b_value,b_issue_date,b_final_date,b_expiration_date,b_status,b_latitude,b_longitude
37538,6410274,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,366472.0,2014-09-16,,2016-03-16,Permit Closed,47.70018416,-122.364051
37565,6497649,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,449139.0,2017-02-28,,2018-08-28,Permit Issued,47.62155139,-122.3031639
37604,6340711,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,292144.0,2013-12-06,2014-12-09,2015-06-06,Permit Closed,47.71321073,-122.2933816
37605,6528759,Construction,MULTIFAMILY,NEW,Plan Review,606015.0,2017-01-19,,2018-07-19,Permit Issued,47.66032288,-122.3637117
37613,6502923,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,337877.0,2016-05-16,2017-08-08,2017-11-16,Permit Finaled,47.68270365,-122.3234445
37664,6434499,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,269448.0,2015-03-03,2016-03-17,2016-09-03,Permit Closed,47.53480133,-122.3584367
37677,6569954,Construction,MULTIFAMILY,NEW,Plan Review,396121.0,2017-04-06,,2018-10-06,Permit Issued,47.5505372,-122.3216935
37678,6455171,Construction,MULTIFAMILY,NEW,Plan Review,481687.0,2016-08-04,,2018-02-04,Permit Issued,47.58329022,-122.3143787
37701,6387894,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,406166.0,2013-12-03,2014-11-13,2015-06-03,Permit Closed,47.70050761,-122.3881166
37704,6501671,Construction,MULTIFAMILY,NEW,Plan Review,716560.0,2017-08-21,,2019-02-21,Permit Issued,47.69255086,-122.3537649
37724,6590388,Construction,MULTIFAMILY,NEW,Plan Review,1380198.0,2018-02-13,,2019-08-13,Permit Issued,47.69085729,-122.3056024
37727,6497826,Construction,MULTIFAMILY,NEW,Plan Review,3880443.0,2016-11-18,,2018-05-18,Permit Issued,47.67916422,-122.3176427
37730,6385961,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,350244.0,2014-05-21,2016-09-12,2017-05-21,Permit Closed,47.54310792,-122.2999401
37761,6484656,Construction,COMMERCIAL,NEW,Plan Review,506302.0,2016-03-17,2017-01-31,2017-09-17,Permit Closed,47.69321959,-122.3180822
37803,6564684,Construction,MULTIFAMILY,NEW,Plan Review,422101.0,2017-09-24,,2019-03-24,Permit Issued,47.61927349,-122.2990811
37808,6505882,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,420735.0,2016-07-16,2017-08-25,2018-01-16,Permit Closed,47.57599043,-122.309146
37813,6339834,Construction,INSTITUTIONAL,NEW,Plan Review,1194015.0,2013-07-20,2014-09-12,2015-01-20,Permit Closed,47.65502413,-122.2979185
37814,6615376,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,436942.0,2017-12-15,,2019-06-15,Permit Issued,47.64539974,-122.3870003
37839,6540878,Construction,MULTIFAMILY,NEW,Plan Review,704217.0,2017-03-09,,2018-09-09,Permit Issued,47.61215899,-122.2896988
37845,6327295,Construction,MULTIFAMILY,NEW,Plan Review,4174279.0,2016-06-30,,2017-12-30,Permit Issued,47.56632992,-122.3719755
37865,6382243,Construction,MULTIFAMILY,NEW,Plan Review,433882.0,2014-01-31,2015-11-10,2017-01-31,Permit Closed,47.56328597,-122.3137864
37877,6341062,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,261767.0,2013-04-24,2013-12-19,2014-10-24,Permit Closed,47.56312022,-122.3937705
37879,6180940,Construction,COMMERCIAL,NEW,Plan Review,14982063.0,2015-07-23,2016-11-28,2017-01-23,Permit Closed,47.61582105,-122.3461666
37883,6396006,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,460313.0,2014-05-06,2015-03-25,2015-11-06,Permit Closed,47.67897903,-122.3085229
37898,6478664,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,485000.0,2017-01-12,,2018-07-12,Permit Issued,47.56850796,-122.3598168
37912,6485885,Construction,MULTIFAMILY,NEW,Plan Review,373453.0,2016-04-22,2017-02-16,2017-10-22,Permit Finaled,47.66882483,-122.40137450000002
37960,6321779,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,1056884.0,2013-07-15,2014-10-29,2015-01-15,Permit Finaled,47.64247214,-122.374609
37967,6474068,Construction,COMMERCIAL,NEW,Plan Review,375000.0,2015-12-30,2018-02-14,2017-06-30,Permit Closed,47.62334513,-122.33620729999998
37970,6459558,Construction,MULTIFAMILY,NEW,Plan Review,1141169.0,2016-01-11,2017-10-24,2019-01-11,Permit Closed,47.65443675,-122.3276276
37985,6406611,Construction,COMMERCIAL,NEW,Plan Review,74320138.0,2015-03-25,2017-08-21,2018-03-25,Permit Closed,47.61184277,-122.3425428
37987,6467849,Construction,MULTIFAMILY,NEW,Plan Review,689025.0,2015-10-21,2017-05-10,2017-04-21,Permit Finaled,47.66457664,-122.3669541
38034,6457997,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,374769.0,2015-09-29,2018-03-21,2018-09-29,Permit Closed,47.59204504,-122.3856035
38036,6511999,Construction,COMMERCIAL,NEW,Plan Review,2308800.0,2016-01-08,2017-03-17,2017-07-08,Permit Closed,47.70619241,-122.3258761
38037,6536423,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,499848.0,2017-05-04,,2018-11-04,Permit Issued,47.66992997,-122.2726686
38041,6497497,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,431434.0,2016-07-05,2017-05-03,2018-01-05,Permit Closed,47.62185678,-122.30336979999998
38064,6479468,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,488213.0,2016-07-13,2018-01-12,2018-01-13,Permit Closed,47.5517443,-122.2864988
38094,6338471,Construction,INSTITUTIONAL,NEW,Plan Review,4070726.0,2014-09-19,2017-02-23,2017-09-19,Permit Closed,47.66115206,-122.3757857
38096,6361992,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,330047.0,2013-12-03,2015-05-18,2015-06-03,Permit Closed,47.69206054,-122.3145077
38100,6471689,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,292073.0,2016-04-28,2017-03-21,2017-10-28,Permit Closed,47.5252099,-122.362133
38111,6582775,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,456095.0,2017-08-28,,2019-02-28,Permit Issued,47.6707624,-122.3382324
38129,6401223,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,296922.0,2014-11-12,2015-08-26,2016-05-12,Permit Closed,47.56432121,-122.2909149
38131,6566647,Construction,MULTIFAMILY,NEW,Plan Review,614707.0,2017-06-26,,2018-12-26,Permit Issued,47.59591843,-122.3014865
38138,6540916,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,260880.0,2016-11-30,2018-01-23,2018-05-30,Permit Closed,47.65386964,-122.3397081
38141,6474813,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,413403.0,2018-02-05,,2019-08-05,Permit Issued,47.55554051,-122.3608489
38145,6368561,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,349874.0,2014-08-28,2016-11-10,2017-08-28,Permit Closed,47.66695956,-122.286032
38150,6335824,Construction,MULTIFAMILY,NEW,Plan Review,321498.0,2013-07-29,2014-05-14,2015-01-29,Permit Closed,47.64705329,-122.35988190000002
38159,6482588,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,251172.0,2016-02-05,2017-01-27,2017-08-05,Permit Closed,47.67219228,-122.3797297
38163,6421240,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,297395.0,2014-12-19,2016-01-12,2016-06-19,Permit Closed,47.72650415,-122.3579704
38205,6073452,Construction,MULTIFAMILY,NEW,Plan Review,400000.0,2014-10-23,2016-04-21,2016-04-23,Permit Closed,47.62206462,-122.2987097
38211,6600030,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,350000.0,2017-11-25,,2019-05-25,Permit Issued,47.49806177,-122.37789740000002
38214,6536991,Construction,MULTIFAMILY,NEW,Plan Review,2231590.0,2018-01-29,,2019-07-29,Permit Issued,47.66198458,-122.320454
38228,6468926,Construction,MULTIFAMILY,NEW,Plan Review,500000.0,2015-09-04,2017-06-06,2018-09-04,Permit Closed,47.67825665,-122.31690079999998
38230,6531974,Construction,MULTIFAMILY,NEW,Plan Review,787976.0,2017-10-26,,2019-04-26,Permit Issued,47.54647171,-122.3835725
38235,6408471,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,311907.0,2014-07-11,2015-04-15,2016-01-11,Permit Closed,47.71784703,-122.2895851
38241,6359948,Construction,MULTIFAMILY,NEW,Plan Review,4875290.0,2015-02-21,2018-01-10,2018-02-21,Permit Closed,47.60184797,-122.3134337
38255,6595570,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,437709.0,2018-02-23,,2019-08-23,Permit Issued,47.52045154,-122.3554948
38270,6403083,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,321097.0,2014-06-18,,2015-12-18,Permit Closed,47.72243148,-122.332316
38275,6316847,Construction,COMMERCIAL,NEW,Plan Review,2228753.0,2014-10-15,2017-01-24,2017-10-15,Permit Closed,47.61717726,-122.3166999
38297,6541867,Construction,MULTIFAMILY,NEW,Plan Review,676384.0,2017-06-17,,2018-12-17,Permit Issued,47.57731767,-122.4123087
38303,6348939,Construction,MULTIFAMILY,NEW,Plan Review,575570.0,2013-09-26,2014-08-15,2015-03-26,Permit Closed,47.61725833,-122.3099327
38304,6389877,Construction,COMMERCIAL,NEW,Plan Review,1135000.0,2014-06-27,2015-12-30,2015-12-27,Permit Closed,47.66111774,-122.3410771
38316,6369529,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,415472.0,2013-11-16,2015-12-18,2016-12-16,Permit Closed,47.5278364,-122.3803594
38330,6361970,Construction,MULTIFAMILY,NEW,Plan Review,705382.0,2015-12-07,2016-09-29,2017-06-07,Permit Closed,47.53831287,-122.36797479999998
38354,6486711,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,1487129.0,2016-10-17,,2018-04-17,Permit Issued,47.61892899,-122.2813592
38380,6371438,Construction,MULTIFAMILY,NEW,Plan Review,553817.0,2014-05-30,2016-07-18,2015-11-30,Permit Closed,47.58341245,-122.3138723
38386,6369958,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,336150.0,2014-03-01,2014-12-18,2015-09-01,Permit Closed,47.72993438,-122.35142759999998
38410,6350746,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,359731.0,2013-09-13,,2015-03-13,Permit Issued,47.71757135,-122.2793303
38428,6435512,Construction,MULTIFAMILY,NEW,Plan Review,6620976.0,2015-08-12,2016-09-30,2017-02-12,Permit Closed,47.59944557,-122.3049645
38429,6329959,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,254290.0,2014-03-27,2016-03-29,2017-03-27,Permit Closed,47.61321866,-122.284715
38450,6546178,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,486648.0,2017-07-24,,2019-01-24,Permit Issued,47.69011677,-122.3717994
38452,6558532,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,401223.0,2017-02-27,,2018-08-27,Permit Issued,47.69195688,-122.3085637
38469,6513682,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,276005.0,2016-08-04,,2019-08-04,Permit Issued,47.53516874,-122.3678259
38505,6595843,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,250328.0,2017-07-31,,2019-01-31,Permit Issued,47.67414743,-122.3843035
38519,6484730,Construction,MULTIFAMILY,NEW,Plan Review,1318740.0,2016-11-15,,2018-05-15,Permit Issued,47.54142358,-122.3720947
38565,6379391,Construction,MULTIFAMILY,NEW,Plan Review,953139.0,2014-03-02,2014-11-20,2015-09-02,Permit Finaled,47.65088497,-122.3844229
38575,6566650,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,387693.0,2017-06-17,,2018-12-17,Permit Issued,47.51362467,-122.2561883
38577,6587698,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,401072.0,2018-01-12,,2019-07-12,Permit Issued,47.55649737,-122.2687894
38584,6300376,Construction,MULTIFAMILY,NEW,Plan Review,2461233.0,2013-12-05,2014-12-31,2015-06-05,Permit Closed,47.62326209,-122.3143469
38586,6584108,Construction,MULTIFAMILY,NEW,Plan Review,690370.0,2018-01-29,,2019-07-29,Permit Issued,47.64375312,-122.36125590000002
38616,6507010,Construction,MULTIFAMILY,NEW,Plan Review,1056557.0,2016-07-16,2017-08-17,2018-01-16,Permit Finaled,47.61932384,-122.3039166
38618,6487257,Construction,INDUSTRIAL,NEW,Plan Review,11434461.0,2017-08-05,,2019-02-05,Permit Issued,47.54806005,-122.3313413
38621,6433542,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,349221.0,2014-12-15,2016-01-25,2016-06-15,Permit Closed,47.53719872,-122.2908364
38690,6419387,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,437263.0,2014-10-25,2015-09-25,2016-04-25,Permit Closed,47.52735404,-122.38424
38703,6352077,Construction,MULTIFAMILY,NEW,Plan Review,604607.0,2014-05-03,2015-06-22,2015-11-03,Permit Closed,47.60590575,-122.3143481
38716,6370509,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,300924.0,2014-02-20,2015-03-03,2015-08-20,Permit Closed,47.5368885,-122.2888473
38738,6586211,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,376916.0,2017-10-13,,2019-04-13,Permit Issued,47.55101718,-122.3232858
38760,6375280,Construction,MULTIFAMILY,NEW,Plan Review,746040.0,2014-01-23,2015-01-30,2015-07-23,Permit Closed,47.56331066,-122.3844407
38790,6300093,Construction,MULTIFAMILY,NEW,Plan Review,2451110.0,2013-07-02,2015-01-20,2016-07-02,Permit Closed,47.65725553,-122.3200803
38794,6433306,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,282560.0,2015-07-13,2016-05-02,2017-01-13,Permit Closed,47.714031,-122.3038885
38797,6520418,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,425699.0,2017-01-05,,2018-07-05,Permit Issued,47.55986607,-122.2894387
38831,6446157,Construction,MULTIFAMILY,NEW,Plan Review,645621.0,2015-09-16,2017-03-14,2017-03-16,Permit Finaled,47.67550477,-122.3927946
38869,6388259,Construction,MULTIFAMILY,NEW,Plan Review,37211002.0,2014-09-26,2016-08-01,2017-09-26,Permit Closed,47.67744717,-122.3198944
38894,6385511,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,400904.0,2014-02-07,2015-03-02,2015-08-07,Permit Closed,47.67973184,-122.3962283
38924,6612102,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,473358.0,2017-11-02,,2019-05-02,Permit Issued,47.67885885,-122.3009144
38935,6413380,Construction,MULTIFAMILY,NEW,Plan Review,745430.0,2014-10-04,2015-06-29,2016-04-04,Permit Closed,47.56271724,-122.3844169
38943,6366942,Construction,MULTIFAMILY,NEW,Plan Review,1380000.0,2014-06-19,,2015-12-19,Permit Issued,47.64006853,-122.3753062
38965,6330647,Construction,COMMERCIAL,NEW,Plan Review,1200000.0,2013-08-08,2015-09-16,2015-02-08,Permit Closed,47.66786255,-122.3811338
38974,6514148,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,341124.0,2017-05-19,,2018-11-19,Permit Issued,47.69256086,-122.3515182
38976,6593126,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,462896.0,2017-12-12,,2019-06-12,Permit Issued,47.68966469,-122.3965297
38986,6503119,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,437176.0,2016-05-18,2017-02-16,2017-11-18,Permit Closed,47.68710815,-122.3813663
38988,6533351,Construction,MULTIFAMILY,NEW,Plan Review,22889872.0,2017-11-07,,2019-05-07,Permit Issued,47.61875870000001,-122.3552476
39003,6520710,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,363201.0,2016-09-09,2017-12-27,2018-03-09,Permit Closed,47.67089878,-122.30085259999998
39004,6566577,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,336951.0,2017-11-25,,2019-05-25,Permit Issued,47.56095637,-122.3644916
39013,6526527,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,407064.0,2017-03-09,,2018-09-09,Permit Issued,47.61215899,-122.2896988
39047,6566060,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,405109.0,2017-06-20,,2018-12-20,Permit Issued,47.55319061,-122.3539613
39062,6484385,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,405429.0,2016-04-08,2017-04-27,2017-10-08,Permit Closed,47.5794755,-122.3082811
39074,6575139,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,486569.0,2018-01-29,,2019-07-29,Permit Issued,47.67691102,-122.3673767
39078,6399552,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,289179.0,2014-06-30,2016-03-11,2015-12-30,Permit Closed,47.65930891,-122.3942654
39112,6553272,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,417452.0,2017-05-03,,2018-11-03,Permit Issued,47.57179562,-122.373919
39119,6472204,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,491821.0,2015-09-01,2017-07-11,2017-03-01,Permit Closed,47.68115257,-122.3749791
39133,6349365,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,373553.0,2013-09-05,2014-04-23,2015-03-05,Permit Closed,47.68331001,-122.3252715
39135,6392531,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,324000.0,2014-08-29,2015-09-08,2016-02-29,Permit Closed,47.67324031,-122.3738905
39144,6483608,Construction,MULTIFAMILY,NEW,Plan Review,1117164.0,2016-06-08,2017-08-29,2017-12-08,Permit Closed,47.71573816,-122.3353047
39159,6410400,Construction,MULTIFAMILY,NEW,Plan Review,497951.0,2014-10-16,2017-02-28,2017-10-16,Permit Closed,47.67135228,-122.3815711
39160,6459873,Construction,MULTIFAMILY,NEW,Plan Review,576867.0,2015-07-01,2017-07-28,2017-01-01,Permit Finaled,47.71119332,-122.3558478
39166,6533910,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,450000.0,2017-12-07,,2019-06-07,Permit Issued,47.54267226,-122.37457659999998
39169,6349881,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,355389.0,2013-07-24,2015-01-15,2015-01-24,Permit Closed,47.66914865,-122.3245867
39175,6607924,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,346530.0,2018-01-17,,2019-07-17,Permit Issued,47.66073577,-122.35181090000002
39209,6374906,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,324931.0,2013-10-14,2014-07-17,2015-04-14,Permit Closed,47.55374635,-122.2700932
39210,6542679,Construction,MULTIFAMILY,NEW,Plan Review,565954.0,2017-04-12,,2018-10-12,Permit Issued,47.65942099,-122.3462926
39215,6476866,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,261650.0,2015-08-19,2017-03-17,2017-02-19,Permit Closed,47.69346795,-122.3399302
39225,6439861,Construction,INSTITUTIONAL,NEW,Plan Review,4608265.0,2015-11-16,2017-01-06,2017-05-16,Permit Closed,47.65375456,-122.3129066
39229,6419587,Construction,MULTIFAMILY,NEW,Plan Review,415844.0,2015-09-22,,2017-03-22,Permit Closed,47.63848962,-122.3426442
39240,6456308,Construction,MULTIFAMILY,NEW,Plan Review,639749.0,2016-10-25,,2018-04-25,Permit Issued,47.62101313,-122.3020428
39290,6378945,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,362895.0,2014-01-10,2017-03-01,2017-01-10,Cert of Occupancy Authorized,47.6692349,-122.3548933
39306,6565768,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,630000.0,2017-05-03,,2018-11-03,Permit Issued,47.70391201,-122.2884692
39321,6402837,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,559744.0,2014-05-30,2016-01-12,2015-11-30,Permit Closed,47.64879332,-122.4076235
39327,6482366,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,434525.0,2016-08-01,2017-09-18,2018-02-01,Permit Closed,47.60888433,-122.29731540000002
39340,6393675,Construction,MULTIFAMILY,NEW,Plan Review,341676.0,2014-02-22,2015-08-24,2015-08-22,Permit Closed,47.65305945,-122.3495949
39346,6344360,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,487445.0,2013-07-10,2014-09-03,2015-01-10,Permit Closed,47.57243301,-122.2821514
39351,6539881,Construction,MULTIFAMILY,NEW,Plan Review,525000.0,2017-05-07,,2018-11-07,Permit Issued,47.56478953,-122.2899992
39370,6371460,Construction,INSTITUTIONAL,NEW,Plan Review,7665353.0,2014-10-14,2016-05-12,2017-10-14,Permit Closed,47.70598796,-122.3348714
39371,6388561,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,377131.0,2014-02-20,2014-08-26,2015-08-20,Permit Closed,47.66597909,-122.3325156
39379,6352377,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,394388.0,2013-06-06,2013-12-11,2014-12-06,Permit Closed,47.67570882,-122.3267323
39384,6303311,Construction,MULTIFAMILY,NEW,Plan Review,12381178.0,2013-05-31,2014-12-19,2016-05-30,Permit Closed,47.61992997,-122.347342
39395,6533139,Construction,MULTIFAMILY,NEW,Plan Review,1404406.0,2017-07-13,,2019-01-13,Permit Issued,47.56585964,-122.29020459999998
39402,6414739,Construction,COMMERCIAL,NEW,Plan Review,12750752.0,2014-12-19,2017-01-25,2017-12-19,Permit Closed,47.61788237,-122.30425259999998
39417,6406678,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,403954.0,2014-06-25,2015-02-24,2015-12-25,Permit Closed,47.69438985,-122.3465361
39420,6483743,Construction,MULTIFAMILY,NEW,Plan Review,4507378.0,2017-09-14,,2019-03-14,Permit Issued,47.52217805,-122.3567611
39421,6503984,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,386674.0,2016-11-29,2018-01-02,2018-05-29,Permit Finaled,47.6599128,-122.4005303
39429,6499347,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,453701.0,2017-01-05,,2018-07-05,Permit Issued,47.55986738,-122.289058
39446,6356769,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,317185.0,2013-07-18,2014-03-11,2015-01-18,Permit Closed,47.71423077,-122.3239748
39451,6345153,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,334735.0,2013-07-23,2014-06-20,2015-01-23,Permit Closed,47.67994312,-122.38515490000002
39455,6416372,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,339935.0,2014-11-07,2016-03-04,2016-05-07,Permit Closed,47.61704237,-122.297157
39456,6563479,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,302857.0,2017-07-12,,2019-01-12,Permit Issued,47.69824306,-122.3664105
39467,6469290,Construction,MULTIFAMILY,NEW,Plan Review,711345.0,2016-03-08,2018-03-23,2019-03-08,Permit Closed,47.69538728,-122.3735161
39470,6493116,Construction,MULTIFAMILY,NEW,Plan Review,415511.0,2016-03-29,2017-10-10,2017-09-29,Permit Finaled,47.65006193,-122.3745264
39476,6502377,Construction,COMMERCIAL,NEW,Plan Review,1018200.0,2016-05-20,,2019-05-20,Permit Issued,47.62403301,-122.3348678
39486,6576659,Construction,COMMERCIAL,NEW,Plan Review,11611206.0,2017-11-13,,2019-05-13,Permit Issued,47.65895242,-122.3175098
39504,6428491,Construction,COMMERCIAL,NEW,Plan Review,465329.0,2015-06-30,2016-08-29,2016-12-30,Permit Closed,47.67849569,-122.3763486
