GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US53033006700,53033006700,"Census Tract 67, King County, Washington",4470,218,114703,9860,90.8,3.3,113611,10910,37.5,7.2,14627,9659,11.7,3.1,20887,4198,1.7,2.1,N,N,0.6,1.0,N,N,8.5,2.7,28847,12041,1569,210,147969,21809,7.5,4.5,109552,71890,23.8,10.0,126297,53664,54.4,9.8,166674,25089,14.3,7.5,132875,71760,0.0,2.0,-,**,0.0,2.0,-,**,8205,496,63983,5706,69.6,6.2,66229,6978,0.6,0.4,2920,4984,1.0,0.9,34618,1744,21.8,5.6,65157,11585,0.0,0.4,-,**,0.4,0.6,N,N,6.6,3.5,48751,14523,3.0,2.1,46588,16256,68.7,5.9,66532,7098,17.3,(X),(X),(X),10.9,(X),(X),(X),14.3,(X),(X),(X)
1400000US53033006800,53033006800,"Census Tract 68, King County, Washington",1417,89,159849,28409,91.0,4.1,158939,25751,37.3,6.5,24347,15542,15.2,4.6,19468,2743,1.2,1.3,7412,5609,0.6,1.0,N,N,8.6,3.7,28188,10321,781,68,210493,40725,5.0,2.8,N,N,31.6,6.8,N,N,58.0,7.3,N,N,2.3,2.5,N,N,3.1,2.7,N,N,0.0,4.1,N,N,3333,204,68823,12117,86.8,4.2,72098,13798,0.9,1.5,N,N,0.0,1.0,-,**,5.6,2.2,55893,18334,0.0,1.0,-,**,1.7,1.2,27321,11242,5.0,2.4,43442,24122,3.8,1.6,71310,35892,85.2,4.1,71321,14104,20.2,(X),(X),(X),16.6,(X),(X),(X),14.5,(X),(X),(X)
1400000US53033006900,53033006900,"Census Tract 69, King County, Washington",2215,88,145876,14869,83.7,4.4,147360,15296,50.4,6.3,20716,8088,18.6,4.2,22775,6641,3.6,2.6,7894,2431,0.9,1.4,N,N,9.5,3.6,76606,75728,1093,146,198044,26538,13.1,6.2,N,N,30.5,8.0,N,N,54.1,9.0,N,N,1.4,1.8,N,N,1.0,1.7,N,N,0.0,2.9,N,N,4598,234,70850,7467,88.9,2.7,71740,8394,0.8,0.9,N,N,0.1,0.2,N,N,5.3,2.7,100060,65101,0.0,0.7,-,**,0.4,0.6,N,N,4.5,2.3,14826,6614,2.0,1.5,56767,27617,86.9,3.1,72080,8681,17.7,(X),(X),(X),21.0,(X),(X),(X),13.4,(X),(X),(X)
1400000US53033007000,53033007000,"Census Tract 70, King County, Washington",4995,270,117257,15602,82.2,4.7,116006,15772,32.3,5.7,31006,10354,17.8,4.7,21669,3016,2.5,1.8,11165,4347,1.0,1.1,N,N,11.8,3.7,52891,21935,1160,229,269819,64589,11.0,7.0,N,N,29.5,11.6,N,N,51.1,12.8,N,N,5.5,4.9,N,N,0.0,2.8,N,N,2.8,3.6,N,N,7178,460,82812,11002,83.5,3.8,87991,13562,0.7,0.9,28808,25450,0.7,1.0,N,N,8.1,3.9,66604,10673,0.7,0.7,N,N,0.0,0.5,-,**,6.3,3.3,42948,19339,4.7,2.7,86712,51880,80.8,4.1,87513,13748,12.3,(X),(X),(X),15.3,(X),(X),(X),12.2,(X),(X),(X)
1400000US53033007100,53033007100,"Census Tract 71, King County, Washington",2686,147,98764,11931,92.0,3.9,98484,11877,26.1,5.6,24908,23464,3.6,2.2,13689,5046,1.4,1.6,N,N,0.6,1.0,N,N,1.9,1.6,24662,15694,723,153,157349,32253,9.8,5.7,202399,219119,28.4,13.8,99653,25313,61.8,14.6,176653,34968,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,4188,329,63833,8521,71.4,6.6,66127,8966,2.9,2.1,23251,15494,0.2,0.3,N,N,14.8,4.6,83335,16029,0.2,0.4,N,N,6.3,5.7,26556,6400,4.3,2.9,45251,28816,10.7,6.0,41607,14829,67.2,6.3,66193,9342,18.7,(X),(X),(X),14.7,(X),(X),(X),15.3,(X),(X),(X)
1400000US53033007200,53033007200,"Census Tract 72, King County, Washington",5413,224,109317,11979,92.3,3.1,112308,11529,27.7,6.3,12609,11142,5.5,2.1,11505,2274,1.6,1.1,7189,2486,2.5,1.8,1027,706,0.8,0.9,N,N,1172,309,187181,40188,7.4,11.2,N,N,26.9,11.4,N,N,59.7,14.9,N,N,2.1,3.4,N,N,3.8,6.3,N,N,0.0,2.7,N,N,8017,726,74233,8529,60.4,6.6,77332,11020,4.4,2.9,86902,43980,1.8,1.7,18028,20324,21.2,5.7,85953,12123,0.0,0.4,-,**,1.0,1.6,N,N,11.2,6.5,32636,13179,6.0,3.3,56908,34044,55.4,6.6,78780,11513,10.1,(X),(X),(X),3.8,(X),(X),(X),9.9,(X),(X),(X)
1400000US53033007300,53033007300,"Census Tract 73, King County, Washington",3999,207,99767,10649,79.3,4.5,104582,9632,28.1,5.8,25570,20537,18.6,4.9,20210,3796,4.6,2.5,8543,2541,5.0,2.8,1363,724,8.1,2.9,45971,14699,788,175,151798,25436,20.8,10.6,96349,30453,26.3,13.6,117166,42591,52.9,11.5,190796,41006,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,5897,447,68756,6747,68.7,5.2,73286,9349,7.7,2.5,28415,18209,0.1,0.2,N,N,15.3,3.5,84558,23355,0.3,0.5,-,**,2.3,1.9,19940,5274,5.6,2.3,50489,24148,8.5,2.8,58522,18271,62.8,5.3,73405,10082,22.4,(X),(X),(X),25.5,(X),(X),(X),20.6,(X),(X),(X)
1400000US53033007401,53033007401,"Census Tract 74.01, King County, Washington",3559,167,87953,9953,89.4,3.4,92472,10380,29.9,6.1,3085,1455,12.4,3.9,16419,2637,2.0,2.3,N,N,1.0,1.0,N,N,7.0,3.7,27448,12335,598,151,129313,33070,8.9,8.0,N,N,6.9,6.8,N,N,67.1,15.4,N,N,17.2,13.2,N,N,0.0,5.3,N,N,0.0,5.3,N,N,5109,378,62299,6699,79.6,4.5,57614,6927,2.0,1.4,71653,30493,0.0,0.6,-,**,13.4,3.5,90142,24471,0.0,0.6,-,**,0.0,0.6,-,**,5.0,3.0,58577,39669,6.6,2.6,40439,11300,73.0,4.1,59156,7380,20.6,(X),(X),(X),36.5,(X),(X),(X),17.9,(X),(X),(X)
1400000US53033007402,53033007402,"Census Tract 74.02, King County, Washington",3514,180,68100,7096,89.6,3.7,71063,7908,23.7,6.0,5565,3350,12.4,3.4,13023,1937,1.5,1.3,10639,2145,3.4,2.1,2001,1324,2.8,1.8,24034,21074,400,124,156218,48362,0.0,7.8,-,**,24.0,15.5,52954,12444,59.0,16.2,191303,60657,17.0,10.7,180235,82709,0.0,7.8,-,**,0.0,7.8,-,**,5479,422,44725,4665,70.7,5.0,46269,6409,6.2,3.1,31877,15490,0.0,0.6,-,**,12.9,3.3,46636,9402,0.3,0.4,N,N,1.6,2.0,N,N,8.4,2.3,31075,15513,5.6,2.9,25901,9017,67.0,5.0,47669,6633,20.7,(X),(X),(X),30.3,(X),(X),(X),18.6,(X),(X),(X)
1400000US53033007500,53033007500,"Census Tract 75, King County, Washington",5236,98,77900,7275,91.6,4.0,79733,7453,25.1,5.7,6525,3992,8.1,2.8,11805,3768,1.6,1.5,5002,2251,2.7,1.8,2590,1158,5.1,2.8,21686,20381,1057,262,112766,17744,6.8,7.2,N,N,11.3,7.5,N,N,80.1,9.5,N,N,1.8,2.9,N,N,0.0,3.0,N,N,0.0,3.0,N,N,8019,507,51201,5742,77.7,6.0,54604,6933,4.1,2.8,7942,5501,1.7,1.5,51374,29609,6.6,2.7,61136,15979,0.0,0.4,-,**,3.6,2.4,44075,9870,6.4,3.7,31174,17248,11.3,5.6,31288,12828,70.9,7.3,57501,6995,16.3,(X),(X),(X),12.2,(X),(X),(X),12.4,(X),(X),(X)
1400000US53033007600,53033007600,"Census Tract 76, King County, Washington",2079,73,98963,10885,86.1,5.4,101208,11021,31.1,6.6,18241,12066,15.3,4.2,22405,4887,1.6,1.6,6532,2495,0.9,1.3,N,N,7.5,3.7,26744,12460,584,107,147551,29238,12.0,11.9,N,N,34.9,13.3,N,N,41.6,13.1,N,N,2.7,3.2,N,N,8.7,5.9,N,N,0.0,5.4,N,N,3955,258,53406,5216,77.1,6.1,58528,5902,7.3,4.7,20930,10588,0.6,0.8,N,N,9.0,3.3,56037,22899,0.0,0.8,-,**,0.4,0.5,76240,46670,5.6,2.4,22820,9834,3.2,1.5,62069,21299,75.0,6.0,58362,5865,27.7,(X),(X),(X),36.0,(X),(X),(X),24.1,(X),(X),(X)
1400000US53033007700,53033007700,"Census Tract 77, King County, Washington",2297,124,136947,16450,93.7,3.7,132185,16019,37.0,7.8,8309,3332,12.1,4.4,18955,4827,0.1,0.4,N,N,1.4,1.6,N,N,10.4,4.0,52908,32145,1065,157,149797,18735,2.2,3.3,N,N,35.8,11.0,N,N,52.5,11.1,N,N,6.6,5.1,N,N,1.9,2.9,N,N,1.1,2.0,N,N,5032,436,63991,9241,75.1,4.8,68173,10512,11.5,5.4,47907,30882,1.0,1.1,59861,6264,6.9,2.8,88186,25579,0.0,0.6,-,**,1.0,1.0,32476,9839,4.6,3.0,7281,8266,4.2,2.2,48138,13454,71.9,5.0,68843,11085,30.5,(X),(X),(X),23.1,(X),(X),(X),27.6,(X),(X),(X)
1400000US53033007800,53033007800,"Census Tract 78, King County, Washington",2232,89,256359,75343,89.5,4.7,209438,47996,54.9,8.2,98145,56728,23.4,5.0,30655,7060,0.7,1.0,N,N,1.8,1.7,7095,5274,16.9,5.5,23639,8286,1561,148,257001,53472,9.6,4.6,N,N,27.2,7.7,N,N,53.8,9.3,N,N,5.6,3.7,N,N,3.2,2.7,N,N,0.6,0.9,N,N,5704,416,101568,31733,71.4,6.6,113293,39339,7.2,4.9,66702,19051,0.4,0.6,N,N,4.9,2.7,113882,44259,0.0,0.6,-,**,2.5,3.0,N,N,13.7,5.3,22848,11470,3.8,3.1,213488,344155,70.1,6.8,114128,40147,26.9,(X),(X),(X),27.3,(X),(X),(X),22.0,(X),(X),(X)
1400000US53033007900,53033007900,"Census Tract 79, King County, Washington",3115,163,88498,10501,78.4,5.1,100323,10788,29.1,5.8,10833,4315,25.8,4.8,13553,1678,3.9,2.5,6441,2613,3.9,2.5,2391,1600,8.7,4.8,23989,13615,713,167,113210,20473,9.8,7.3,N,N,33.1,14.3,N,N,50.5,13.5,N,N,2.1,3.3,N,N,4.5,5.1,N,N,0.0,4.5,N,N,5922,615,48688,4878,78.4,5.4,53148,5665,12.4,5.3,23949,10222,0.6,0.6,10176,4462,4.9,2.2,46430,20838,0.1,0.1,N,N,1.0,0.8,45166,56296,2.6,1.6,47037,22807,6.0,2.7,73275,50274,74.6,5.7,51732,4816,20.5,(X),(X),(X),17.0,(X),(X),(X),18.7,(X),(X),(X)
1400000US53033008001,53033008001,"Census Tract 80.01, King County, Washington",4364,294,104053,13347,86.3,6.0,114763,13261,29.5,6.4,6439,2472,9.9,4.0,14982,4593,7.7,5.4,9439,2432,2.5,2.1,1599,447,2.2,1.8,30466,21400,1290,278,162730,24961,8.4,6.1,53220,24665,18.1,10.2,127308,44282,73.5,11.9,184027,30838,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,6621,500,69166,7383,64.0,8.0,72710,9284,8.4,4.3,39811,28286,0.3,0.7,N,N,21.1,6.6,77257,14862,0.0,0.5,-,**,1.7,1.6,72719,34762,4.5,2.3,38773,33668,3.8,2.5,71458,25713,61.6,8.2,72290,9515,19.4,(X),(X),(X),8.3,(X),(X),(X),15.5,(X),(X),(X)
1400000US53033008002,53033008002,"Census Tract 80.02, King County, Washington",2343,157,75240,11247,69.1,7.0,90667,14990,25.8,6.9,16806,9355,23.2,6.2,14672,3124,13.4,6.2,7015,1997,14.5,7.0,1058,425,7.9,3.8,32590,14313,454,143,107824,39615,21.4,13.8,74686,39591,35.9,16.8,125284,114424,28.6,13.5,129289,30724,14.1,11.5,69981,10508,0.0,6.9,-,**,0.0,6.9,-,**,3496,337,51645,8181,74.8,6.1,58200,10161,6.3,3.3,17685,9686,0.8,0.9,15900,10040,11.7,5.0,44416,30992,0.0,0.9,-,**,1.4,1.2,13632,18582,5.0,2.6,29508,15002,6.5,3.0,20225,8415,70.7,6.8,60795,10982,31.1,(X),(X),(X),41.9,(X),(X),(X),30.4,(X),(X),(X)
1400000US53033008100,53033008100,"Census Tract 81, King County, Washington",2579,206,108612,15021,76.6,6.0,123578,19578,25.9,6.3,13782,6485,26.1,6.2,15766,2591,7.4,3.8,9935,1621,2.1,1.6,1462,464,8.7,4.3,46684,33009,760,133,190191,42222,11.3,7.2,N,N,42.5,11.5,N,N,40.1,12.1,N,N,2.9,4.4,N,N,3.2,3.9,N,N,0.0,4.2,N,N,4599,396,63098,7511,67.5,5.8,75705,10168,9.4,3.1,15389,7067,2.0,1.7,4576,1915,10.3,4.0,50676,13753,0.4,0.4,N,N,5.1,3.3,63440,34806,5.4,2.7,37583,18245,6.4,2.9,40732,19804,64.3,5.9,77223,10649,19.9,(X),(X),(X),29.5,(X),(X),(X),18.8,(X),(X),(X)
1400000US53033008200,53033008200,"Census Tract 82, King County, Washington",2684,177,93488,12009,74.9,4.3,101208,14241,24.3,4.7,24582,11137,20.5,3.8,21236,3110,1.9,1.8,7083,4106,2.0,1.9,591,425,13.3,3.7,45338,16366,682,149,147004,25272,26.8,9.9,N,N,19.8,12.0,N,N,44.9,12.9,N,N,8.5,12.0,N,N,0.0,4.7,N,N,0.0,4.7,N,N,4143,379,62448,7909,69.7,7.4,66507,10083,6.8,3.7,28698,23265,0.0,0.8,-,**,19.6,6.9,59724,17757,0.0,0.8,-,**,0.3,0.6,N,N,3.5,2.2,65040,48653,7.3,7.3,41180,29075,62.8,8.8,69155,11753,23.4,(X),(X),(X),17.3,(X),(X),(X),20.2,(X),(X),(X)
1400000US53033008300,53033008300,"Census Tract 83, King County, Washington",2085,89,72982,9176,82.0,3.8,77869,8813,30.3,5.6,11689,4905,17.3,4.3,15471,2152,2.1,2.7,N,N,4.0,2.2,2288,1213,6.1,2.6,30146,8429,372,77,140811,38581,6.7,5.9,N,N,29.6,14.0,N,N,56.5,14.4,N,N,4.8,5.1,N,N,2.4,3.5,N,N,0.0,8.4,N,N,2994,204,51765,5930,80.6,4.4,54090,6908,3.2,2.2,18751,8147,1.8,1.7,25387,39552,9.3,3.1,46890,9440,0.3,0.4,N,N,2.1,1.7,85739,54553,2.7,2.1,32748,35690,6.8,2.4,52552,11739,75.8,5.0,54034,7284,17.8,(X),(X),(X),32.3,(X),(X),(X),19.0,(X),(X),(X)
1400000US53033008400,53033008400,"Census Tract 84, King County, Washington",3040,189,75442,10260,87.1,3.4,79087,11820,28.4,5.7,8417,3745,13.8,3.6,13252,3141,4.3,3.4,7024,4491,1.8,1.4,4053,2977,6.3,2.4,26178,15618,546,130,98733,22977,4.6,4.6,N,N,33.7,19.4,N,N,58.8,18.9,N,N,2.9,4.7,N,N,0.0,5.8,N,N,0.0,5.8,N,N,4374,299,52996,7334,72.4,6.6,56249,10141,4.3,4.4,18962,3731,0.9,1.1,N,N,16.3,4.2,51617,9419,0.8,1.3,N,N,2.0,1.8,49965,19325,3.4,2.1,49926,27779,4.7,3.0,48984,9090,70.1,6.5,56386,10426,17.5,(X),(X),(X),22.2,(X),(X),(X),15.5,(X),(X),(X)
1400000US53033008500,53033008500,"Census Tract 85, King County, Washington",1888,86,62065,10504,47.4,5.5,43537,5383,29.8,4.6,69800,24320,41.0,4.9,16871,1961,7.5,3.6,8645,1264,8.3,3.6,2815,1290,22.0,3.6,42094,12888,485,108,102660,26240,55.7,11.6,N,N,28.9,11.4,N,N,7.6,6.4,N,N,7.8,8.9,N,N,0.0,6.5,N,N,0.0,6.5,N,N,4377,294,29620,4402,53.4,5.8,43531,8206,16.4,4.3,6788,2537,3.1,2.9,3088,2293,14.4,4.1,25095,10369,0.3,0.4,N,N,4.9,2.6,15946,6381,7.5,2.4,9906,3307,8.2,2.9,16123,5132,51.1,5.5,44629,8537,30.9,(X),(X),(X),24.1,(X),(X),(X),27.1,(X),(X),(X)
1400000US53033008600,53033008600,"Census Tract 86, King County, Washington",1970,127,66533,9721,83.2,5.1,73936,11341,16.4,5.7,4881,2543,7.0,2.7,13179,5909,8.1,2.7,8306,1002,5.8,3.1,4570,2906,1.8,1.9,22639,10466,364,116,104335,35058,18.4,10.5,16713,4929,21.2,16.2,72681,42003,46.7,15.7,172885,57601,13.7,13.9,37424,14100,0.0,8.5,-,**,0.0,8.5,-,**,5151,572,28916,4455,61.1,5.4,30805,5452,6.2,2.7,30451,21607,0.3,0.4,N,N,19.2,4.3,26634,10152,0.3,0.4,N,N,6.0,4.5,19905,12625,7.0,2.3,19920,8424,9.2,4.4,25543,10464,59.3,5.3,31091,5660,15.8,(X),(X),(X),3.3,(X),(X),(X),19.8,(X),(X),(X)
1400000US53033008700,53033008700,"Census Tract 87, King County, Washington",1797,110,84329,10939,92.5,3.1,83704,11292,30.5,6.1,10607,4584,9.5,3.3,15302,3281,3.2,1.9,9641,2784,5.8,3.4,1628,1239,6.5,3.3,20489,10600,633,127,105211,28044,12.2,7.2,N,N,30.0,9.6,N,N,27.8,8.3,N,N,17.1,9.4,N,N,7.3,7.1,N,N,5.7,7.2,N,N,4428,399,36150,5238,60.4,6.0,39500,7012,17.2,5.3,25424,10578,0.7,1.0,N,N,7.7,2.0,49976,14541,0.0,0.7,-,**,4.9,5.7,25952,27481,9.1,2.7,29595,8117,12.1,6.3,28887,13604,55.6,6.1,39939,7078,32.8,(X),(X),(X),36.8,(X),(X),(X),27.5,(X),(X),(X)
1400000US53033008800,53033008800,"Census Tract 88, King County, Washington",1570,69,102562,9104,91.8,3.3,104688,9476,31.0,6.4,4406,1826,13.6,3.5,12886,2268,5.9,3.9,10652,3265,4.7,3.7,2897,1084,11.0,4.1,15942,6121,841,109,110252,14870,3.7,4.4,N,N,28.3,9.6,N,N,59.3,9.9,N,N,7.4,5.8,N,N,0.5,1.1,N,N,0.8,1.3,N,N,4116,388,40257,4460,64.7,7.6,49542,5285,14.5,4.8,26553,6278,0.5,0.6,N,N,5.2,3.5,27970,24901,4.1,5.7,N,N,4.4,5.2,18262,17289,6.5,2.8,27564,12995,9.5,5.3,30051,16523,60.1,7.4,50004,5443,31.1,(X),(X),(X),27.0,(X),(X),(X),25.1,(X),(X),(X)
1400000US53033008900,53033008900,"Census Tract 89, King County, Washington",2227,151,128380,33878,79.1,8.1,133246,30142,30.0,7.3,49850,45765,20.5,6.2,16341,5091,7.4,5.6,9185,4706,8.4,5.6,6539,4042,10.5,4.5,28086,11150,1132,174,141727,57305,16.1,11.1,39043,11425,26.1,11.1,204100,196956,40.7,12.1,155587,45413,11.6,7.2,77410,10266,5.6,5.3,178619,135260,0.0,2.8,-,**,5363,519,55942,14254,52.7,6.5,74550,19695,25.9,6.5,24658,9746,0.8,1.2,N,N,5.4,3.0,72543,15371,0.0,0.6,-,**,0.6,0.7,10897,9860,14.5,6.7,42327,42380,6.6,3.6,33172,18544,50.8,6.2,75466,20565,28.0,(X),(X),(X),32.4,(X),(X),(X),29.9,(X),(X),(X)
1400000US53033009000,53033009000,"Census Tract 90, King County, Washington",1747,83,64148,6033,72.5,4.7,77137,8288,21.0,4.9,6501,2578,25.2,4.4,13224,2326,9.1,3.8,10984,1397,7.3,3.8,3369,1972,9.0,3.5,17342,7701,576,108,82076,9964,11.5,6.2,N,N,34.7,11.4,N,N,42.4,11.7,N,N,3.1,3.6,N,N,4.0,3.3,N,N,4.3,4.0,N,N,3550,321,33891,3439,39.8,6.9,45514,5726,24.4,5.8,23443,8292,0.8,1.1,N,N,26.6,5.6,29050,5304,0.0,0.9,-,**,0.3,0.6,N,N,8.2,4.2,24538,16610,3.3,2.0,43406,9870,37.3,7.0,45598,6079,29.6,(X),(X),(X),32.3,(X),(X),(X),25.5,(X),(X),(X)
1400000US53033009100,53033009100,"Census Tract 91, King County, Washington",1493,105,49402,9408,74.2,4.9,47859,7225,17.8,6.4,11641,7908,26.5,6.0,13822,2624,9.5,4.0,7525,2089,7.1,4.0,1906,1082,8.6,3.4,73691,91097,523,95,49240,12749,9.8,8.7,N,N,38.6,14.0,N,N,32.9,14.2,N,N,1.3,1.9,N,N,9.4,9.6,N,N,8.0,7.6,N,N,2766,386,26993,6085,19.0,5.2,37804,7897,19.8,15.3,8467,7237,2.5,3.5,13194,6343,53.0,11.5,30154,9311,0.0,1.2,-,**,0.0,1.2,-,**,5.7,3.6,32172,23610,2.9,3.1,36329,30693,16.6,4.4,37938,7643,24.2,(X),(X),(X),27.5,(X),(X),(X),19.3,(X),(X),(X)
1400000US53033009200,53033009200,"Census Tract 92, King County, Washington",1728,92,46299,7182,60.6,6.4,62810,10911,10.6,4.2,6435,5267,27.5,5.5,11867,1786,21.0,5.9,8290,819,10.1,4.4,1931,767,6.4,3.7,14494,8296,238,59,69895,20489,30.3,14.6,N,N,16.4,13.4,N,N,26.9,14.7,N,N,7.6,7.2,N,N,15.5,12.7,N,N,3.4,5.3,N,N,2613,239,32403,5038,51.5,6.6,44647,8224,10.0,4.1,21474,11912,5.3,3.1,9650,6234,25.9,5.6,19854,5426,0.2,0.3,N,N,1.6,1.3,6964,4877,5.5,2.8,26515,12539,5.6,2.7,23757,9970,48.6,6.4,45728,8769,23.7,(X),(X),(X),50.8,(X),(X),(X),23.8,(X),(X),(X)
1400000US53033009300,53033009300,"Census Tract 93, King County, Washington",1107,51,93307,13022,87.4,3.0,93531,14522,35.1,6.1,10826,5068,19.9,4.3,16638,2742,3.2,2.2,12714,5193,4.0,2.9,3218,1564,11.8,4.5,20853,6512,462,69,111941,14298,9.1,4.5,N,N,17.3,8.0,N,N,53.2,12.4,N,N,15.6,9.3,N,N,3.5,3.8,N,N,1.3,1.8,N,N,2715,318,41663,6292,51.5,6.1,54988,9906,11.2,5.4,21005,8412,1.0,1.2,26363,25965,22.3,4.2,34937,7473,0.0,1.2,-,**,5.4,4.3,18021,8102,8.7,3.4,22968,8136,10.4,4.2,24716,6500,46.1,5.9,57796,10898,27.6,(X),(X),(X),28.8,(X),(X),(X),26.0,(X),(X),(X)
1400000US53033009400,53033009400,"Census Tract 94, King County, Washington",2527,155,70203,9123,72.5,6.3,83962,10105,20.5,5.8,9076,4923,23.0,6.3,11924,2842,10.8,4.5,6814,1813,14.5,6.2,2086,870,10.4,4.2,25589,17585,1479,207,82535,14286,19.9,7.8,N,N,14.9,7.2,N,N,41.1,9.4,N,N,8.0,5.0,N,N,2.0,2.1,N,N,14.0,7.4,N,N,6278,571,29550,3742,32.9,5.8,42613,7299,8.3,2.5,20429,12930,2.0,2.1,12207,12458,33.2,5.7,27568,5663,0.3,0.4,N,N,12.1,7.6,14524,2475,11.2,4.4,23182,9904,18.3,7.0,14545,2681,30.7,5.8,43832,7506,31.0,(X),(X),(X),37.1,(X),(X),(X),26.9,(X),(X),(X)
1400000US53033009500,53033009500,"Census Tract 95, King County, Washington",2624,117,138850,19209,81.9,5.3,141748,24009,34.5,6.4,30989,16962,19.4,3.9,22289,3309,8.1,4.5,9150,1358,2.4,2.0,2894,3108,15.4,4.0,32653,10239,1538,170,178850,28284,9.0,5.9,N,N,32.1,11.0,N,N,45.4,9.3,N,N,7.8,5.3,N,N,4.9,3.9,N,N,0.8,1.3,N,N,6448,528,57297,7240,63.6,4.9,73265,10276,19.0,5.2,24649,9530,0.4,0.6,N,N,9.0,2.3,30131,13335,0.0,0.5,-,**,1.2,1.4,51384,19924,6.7,2.9,38914,14547,3.4,1.6,61296,28045,61.9,5.0,73366,10392,29.5,(X),(X),(X),32.8,(X),(X),(X),22.1,(X),(X),(X)
1400000US53033009600,53033009600,"Census Tract 96, King County, Washington",2740,179,118299,17285,81.1,4.8,118869,20268,49.4,6.2,16296,4627,26.2,4.5,21362,2238,3.6,3.2,9260,1984,0.6,0.9,N,N,21.8,4.6,32624,9596,1450,210,161764,28959,5.8,3.9,N,N,24.9,7.5,N,N,57.4,9.5,N,N,5.0,3.3,N,N,7.0,6.0,N,N,0.0,2.2,N,N,5632,559,58799,8445,81.9,5.3,65048,10710,3.8,4.5,10551,12881,0.0,0.6,-,**,6.2,2.5,44574,31387,0.0,0.6,-,**,1.0,1.0,48502,26920,7.0,3.3,26184,16043,5.4,3.6,26669,13689,79.2,5.7,66189,11134,29.9,(X),(X),(X),35.0,(X),(X),(X),22.1,(X),(X),(X)
1400000US53033009701,53033009701,"Census Tract 97.01, King County, Washington",3060,99,132435,30931,86.5,3.3,128674,35756,37.5,6.9,19474,6389,25.9,4.2,21562,2890,3.3,2.9,3654,543,1.6,1.5,9620,3157,16.7,4.8,41940,19726,1491,253,177437,50809,10.4,4.7,76064,27189,27.7,9.8,149146,58530,49.2,9.2,229288,99518,7.3,4.2,80168,28080,5.4,4.0,177342,18681,0.0,2.2,-,**,6136,610,66695,11089,85.1,4.8,66710,12525,1.4,2.0,N,N,0.5,0.6,N,N,6.5,1.5,85717,51121,0.0,0.5,-,**,1.5,1.8,48259,12885,5.0,2.9,39162,31267,5.5,3.3,38541,16396,82.0,5.2,67668,12796,19.2,(X),(X),(X),22.7,(X),(X),(X),15.3,(X),(X),(X)
